column_name,column_label,spss_file
q160,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - zakup mebli",CBOS_96_05_1998.sav
q161,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - zakup sprzętu gospodarstwa domowego: pralki, lodówki itp.",CBOS_96_05_1998.sav
q162,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - opłaty za mieszkanie, dom, gaz, elektryczność, telefon itp.",CBOS_96_05_1998.sav
q163,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - wydatki związane z leczeniem",CBOS_96_05_1998.sav
q164,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - wydatki związane z nauką szkolną, kształceniem",CBOS_96_05_1998.sav
q165,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - wydatki związane z życiem kulturalnym (zakup książek, czasopism, biletów do teatru, na koncert)",CBOS_96_05_1998.sav
q166,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - wydatki na rozrywki, przyjemności",CBOS_96_05_1998.sav
q167,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - zakup sprzętu telewizyjnego, magnetowidu, kamery",CBOS_96_05_1998.sav
q168,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - zakup sprzętu do słuchania muzyki (np.radia, wieży stereo, odtwarzacza kompaktowego)",CBOS_96_05_1998.sav
q169,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - zakup sprzętu komputerowego, drukarki",CBOS_96_05_1998.sav
q170,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - wyjazd na urlop, wakacje",CBOS_96_05_1998.sav
q171,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - na koszty rodzinnych uroczystości i wydarzeń, np. ślubu, chrzcin, pogrzebu itp.",CBOS_96_05_1998.sav
q172,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - zakup samochodu",CBOS_96_05_1998.sav
q173,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - na inne cele",CBOS_96_05_1998.sav
q174,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - na inne cele (jakie).''",CBOS_96_05_1998.sav
q175,Czy w ciągu ostatniego roku miał(a) Pan(i) jakieś trudności w uiszczaniu opłat za :.  - mieszkanie/dom,CBOS_96_05_1998.sav
q186,"Czy dochody i materialny poziom życia Pana(i) i Pana(i) rodziny są obecnie lepsze czy gorsze niż ...  - 8 - 10 lat temu, pod koniec lat osiemdziesiątych",CBOS_96_05_1998.sav
q187,Czy dochody i materialny poziom życia Pana(i) i Pana(i) rodziny są obecnie lepsze czy gorsze niż ...  - 5 lat temu,CBOS_96_05_1998.sav
q188,Czy dochody i materialny poziom życia Pana(i) i Pana(i) rodziny są obecnie lepsze czy gorsze niż ...  - 3 lata temu,CBOS_96_05_1998.sav
q189,Czy dochody i materialny poziom życia Pana(i) i Pana(i) rodziny są obecnie lepsze czy gorsze niż ...  - rok temu,CBOS_96_05_1998.sav
q190,A co myśli Pan(i) o przyszłości? Czy dochody i materialny poziom życia Pana(i) i Pana(i) rodziny będą lepsze  czy gorsze ...  - za rok,CBOS_96_05_1998.sav
q191,A co myśli Pan(i) o przyszłości? Czy dochody i materialny poziom życia Pana(i) i Pana(i) rodziny będą lepsze  czy gorsze ...  - za 3 lata,CBOS_96_05_1998.sav
q192,A co myśli Pan(i) o przyszłości? Czy dochody i materialny poziom życia Pana(i) i Pana(i) rodziny będą lepsze  czy gorsze ...  - za 5 lat,CBOS_96_05_1998.sav
q193,"Myśląc nie o sobie, lecz o całym społeczeństwie, czy sądzi Pan(i), że dochody i materialny poziom życia większości Polaków są obecnie lepsze czy gorsze niż ...  - 8 - 10 lat temu, pod koniec lat osiemdziesiątych",CBOS_96_05_1998.sav
q194,"Myśląc nie o sobie, lecz o całym społeczeństwie, czy sądzi Pan(i), że dochody i materialny poziom życia większości Polaków są obecnie lepsze czy gorsze niż ...  - 5 lat temu",CBOS_96_05_1998.sav
q195,"Myśląc nie o sobie, lecz o całym społeczeństwie, czy sądzi Pan(i), że dochody i materialny poziom życia większości Polaków są obecnie lepsze czy gorsze niż ...  - 3 lata temu",CBOS_96_05_1998.sav
q196,"Myśląc nie o sobie, lecz o całym społeczeństwie, czy sądzi Pan(i), że dochody i materialny poziom życia większości Polaków są obecnie lepsze czy gorsze niż ...  - rok temu",CBOS_96_05_1998.sav
q197,A co myśli Pan(i) o przyszłości? Czy dochody i materialny poziom życia większości Polaków będą lepsze czy gorsze... - za rok,CBOS_96_05_1998.sav
q198,A co myśli Pan(i) o przyszłości? Czy dochody i materialny poziom życia większości Polaków będą lepsze czy gorsze... - za 3 lata,CBOS_96_05_1998.sav
q199,A co myśli Pan(i) o przyszłości? Czy dochody i materialny poziom życia większości Polaków będą lepsze czy gorsze... - za 5 lat,CBOS_96_05_1998.sav
q430,"Czy Pan(i) lub współmałżonek posiadacie oszczędności finansowe (lokatę, akcje, obligacje, tytuły uczestnictwa funduszu powierniczego, oszczędności w innej postaci)?",CBOS_154_03_2003.sav
q65,"Czy uważa Pan(i), że obecnie dochody Pana(i) rodziny są:",CBOS_89_10_1997.sav
q68,"Ile, według Pana(i), powinny wynosić miesięczne dochody na jedną osobę w Pana(i) rodzinie, aby można było: - żyć dostatnio, bez problemów finansowych",CBOS_89_10_1997.sav
q69,"Ile, według Pana(i), powinny wynosić miesięczne dochody na jedną osobę w Pana(i) rodzinie, aby można było: - żyć na średnim poziomie",CBOS_89_10_1997.sav
q70,"Ile, według Pana(i), powinny wynosić miesięczne dochody na jedną osobę w Pana(i) rodzinie, aby można było: - zaspokajać jedynie podstawowe potrzeby",CBOS_89_10_1997.sav
q71,Czy w ciągu ostatniego roku miał(a) Pan(i) jakieś trudności w uiszczaniu opłat za: - mieszkanie/dom,CBOS_89_10_1997.sav
q82,"Czy w poprzednim miesiącu, tzn. we wrześniu, Pan(i) i Pana(i) gospodarstwo domowe było zmuszone, czy też nie, ze względu na sytuację finansową: - sięgać do oszczędności gotówkowych",CBOS_89_10_1997.sav
q98,Czy mają Państwo jakieś oszczędności? Czy jest/są to: - akcje firm notowanych na giełdzie,CBOS_89_10_1997.sav
q106,Czy w tym roku (1997) Pan(i) lub ktoś z Pana(i) gospodarstwa domowego: - zaciągnął kredyt w banku,CBOS_89_10_1997.sav
q110,"Czy Pan(i) lub ktoś z Pana(i) gospodarstwa domowego w ciągu ostatnich 12 miesięcy ...: - remontował, modernizował dom/mieszkanie",CBOS_89_10_1997.sav
q121,"Niezależnie od tego, czy obecnie spłaca Pan(i) jakiś kredyt lub raty, czy jeszcze w tym roku zamierza Pan(i): ...  - kupić coś za własną gotówkę",CBOS_89_10_1997.sav
q122,"Niezależnie od tego, czy obecnie spłaca Pan(i) jakiś kredyt lub raty, czy jeszcze w tym roku zamierza Pan(i): ...  - kupić coś za pieniądze pożyczone od rodziny bądź znajomych",CBOS_89_10_1997.sav
q123,"Niezależnie od tego, czy obecnie spłaca Pan(i) jakiś kredyt lub raty, czy jeszcze w tym roku zamierza Pan(i): ...  - kupić coś na raty",CBOS_89_10_1997.sav
q124,"Niezależnie od tego, czy obecnie spłaca Pan(i) jakiś kredyt lub raty, czy jeszcze w tym roku zamierza Pan(i): ...  - wziąć kredyt z banku",CBOS_89_10_1997.sav
q125,"Niezależnie od tego, czy obecnie spłaca Pan(i) jakiś kredyt lub raty, czy jeszcze w tym roku zamierza Pan(i): ...  - wziąć kredyt z bankowego konta osobistego - ROR",CBOS_89_10_1997.sav
q126,"Przypuśćmy, że otrzymał(a)by Pan(i) - 100 000 PLN (jeden  miliard starych złotych) w gotówce, to na co, na jaki cel przeznaczył(a)by Pan(i) te pieniądze? - Dom/ mieszkanie: dla siebie, dla członków własnego gospodarstwa",CBOS_89_10_1997.sav
q128,"Przypuśćmy, że otrzymał(a)by Pan(i) - 100 000 PLN (jeden  miliard starych złotych) w gotówce, to na co, na jaki cel przeznaczył(a)by Pan(i) te pieniądze? - Fabrycznie nowy samochód",CBOS_89_10_1997.sav
q129,"Przypuśćmy, że otrzymał(a)by Pan(i) - 100 000 PLN (jeden  miliard starych złotych) w gotówce, to na co, na jaki cel przeznaczył(a)by Pan(i) te pieniądze? - Używany samochód",CBOS_89_10_1997.sav
q130,"26. Jak realizacja programu Balcerowicza wpłynie na różne dziedziny życia społeczno-gospodarczego?  Czy, Pana(i) zdaniem: - Zarobki i dochody ludności",CBOS_1_01_1990.sav
q195,"44. Jak Pan(i) myśli, czy w styczniu będzie Pan(i) zmuszony (a): - Korzystać z wcześniej zgromadzonych oszczędności",CBOS_1_01_1990.sav
q263,Ile wynosiły łączne dochody w Pana(i) gospodarstwie domowym w grudniu? [w  tysiącach starych złotych],CBOS_1_01_1990.sav
q46,22. Czy zamierza Pan(i) kupić akcje prywatyzowanych przedsiębiorstw,CBOS_13_02_1991.sav
q196,"Proszę powiedzieć do której grupy dochodowej można zaliczyć Pana(i) miesięczne dochody netto. Jeżeli P. nie pracuje, to proszę podać dochód głównego żywiciela rodziny",CBOS_13_02_1991.sav
q87s11,Czy w minionym roku: - zaciągnął(ęła) Pan(i) kredyt lub pożyczkę w banku lub innej instytucji finansowej,CBOS_296_01_2015.sav
q24,"Czy ma Pan(i) jakieś oszczędności osobiste lub wspólne z innymi członkami Pana(i) gospodarstwa domowego w formie pieniędzy lub bonów, lokat bankowych, akcji lub obligacji itp.?",CBOS_104_01_1999.sav
q25,Czy w ciągu ostatnich 30 dni oszczędności te zwiększyły się czy zmniejszyły?,CBOS_104_01_1999.sav
q136,"Czy uważa Pan(i), że obecnie dochody Pana(i) rodziny w porównaniu z przeciętnymi dochodami rodzin w Polsce są:",CBOS_104_01_1999.sav
q139,"Ile, według Pana(i), powinny wynosić miesięczne dochody na jedną osobę w Pana(i) rodzinie, aby mógł(a) Pan(i) powiedzieć o sobie:  Jestem  spokojny(a), że finansowo dam (damy) sobie radę""?:",CBOS_104_01_1999.sav
q25,"Czy ma Pan(i) jakieś oszczędności osobiste lub wspólne z innymi członkami Pana(i) gospodarstwa domowego w formie pieniędzy lub bonów, lokat bankowych, akcji lub obligacji itp.?",CBOS_102_11_1998.sav
q26,Czy w ciągu ostatnich 30 dni oszczędności te zwiększyły się czy zmniejszyły?,CBOS_102_11_1998.sav
q63,"24. Ile Pana(i) zdaniem, powinny wynosić miesięczne dochody Pana(i) rodziny, aby było można było: - Żyć dostatnio, bez problemów finansowych (tys. zł)",CBOS_18_07_1991.sav
q64,"24. Ile Pana(i) zdaniem, powinny wynosić miesięczne dochody Pana(i) rodziny, aby było można było: - Oszczędzając, żyć na średnim poziomie (tys. zł)",CBOS_18_07_1991.sav
q65,"24. Ile Pana(i) zdaniem, powinny wynosić miesięczne dochody Pana(i) rodziny, aby było można było: - Zaspokajać jedynie podstawowe potrzeby (tys. zł)",CBOS_18_07_1991.sav
q97,38. Jakiej wartości akcyzę otrzyma każdy obywatel w ramach powszechnej prywatyzacji. Proszę powiedzieć przynajmniej orientacyjnie w jakiej wysokości będą akcje rozdane ludziom:,CBOS_18_07_1991.sav
q124,"Proszę powiedzieć do której grupy dochodowej można zaliczyć Pana(i) miesięczne dochody netto. Jeżeli P. nie pracuje, to proszę podać dochód głównego żywiciela rodziny",CBOS_18_07_1991.sav
q254,"Czy w poprzednim miesiącu, tzn. we wrześniu, Pan(i) i Pana(i) gospodarstwo domowe było zmuszone, czy też nie, ze względu na sytuację finansową: - sięgać do oszczędności gotówkowych",CBOS_161_10_2003.sav
q259,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - książeczka oszczędnościowa",CBOS_161_10_2003.sav
q260,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - konto bankowe terminowe w złotówkach",CBOS_161_10_2003.sav
q261,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - konto bankowe a vista (płatne na każde żądanie)  w złotówkach, ROR",CBOS_161_10_2003.sav
q262,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - bony lokacyjne",CBOS_161_10_2003.sav
q263,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - walutowe konto bankowe terminowe",CBOS_161_10_2003.sav
q264,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - walutowe konto bankowe a vista",CBOS_161_10_2003.sav
q265,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - akcje firm notowanych na giełdzie",CBOS_161_10_2003.sav
q266,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - obligacje skarbu państwa",CBOS_161_10_2003.sav
q267,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - jednostki uczestnictwa w funduszu powierniczym",CBOS_161_10_2003.sav
q268,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - indywidualna polisa ubezpieczenia na życie, np. PZU-Życie, Amplico Life, Commercial Union",CBOS_161_10_2003.sav
q269,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - kosztowności",CBOS_161_10_2003.sav
q270,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - gotówka (w złotych) w domu",CBOS_161_10_2003.sav
q271,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - waluty w domu",CBOS_161_10_2003.sav
q272,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - wartościowe przedmioty, które w razie potrzeby można  spieniężyć, np. dzieła sztuki lub inne",CBOS_161_10_2003.sav
q273,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - pieniądze ulokowane w nieruchomościach, mieszkaniach, które w razie potrzeby można sprzedać",CBOS_161_10_2003.sav
q274,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - pieniądze ulokowane w ziemi, np. działce budowlanej, rekreacyjnej itp., które w razie potrzeby można sprzedać",CBOS_161_10_2003.sav
q275,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - inne oszczędności",CBOS_161_10_2003.sav
q276,"Czy ma/mają Pan(i)/Państwo jakieś oszczędności lub inne zasoby materialne, które można spieniężyć w razie potrzeby? - inne, jakie?",CBOS_161_10_2003.sav
q127,38. Czy w ciągu ostatniego roku miał(a) Pan(i) jakieś trudności w uiszczaniu opłat za: ... : - mieszkanie/dom,CBOS_42_12_1993.sav
q74s10,Czy ma Pan(i) w swoim gospodarstwie domowym następujące dobra i przedmioty: - Samochód osobowy,CBOS_238_03_2010.sav
q78,"Jak Pan(i) sądzi, gdyby była potrzeba przeznaczenia wszystkich Państwa oszczędności na bieżące utrzymanie i wydatki, jak długo byliby Państwo w stanie żyć ze zgromadzonych zasobów finansowych, nie obniżając dotychczasowego poziomu życia?",CBOS_238_03_2010.sav
q92i6,Z czego przede wszystkim utrzymuje się Pan(i) obecnie? - Z oszczędności,CBOS_238_03_2010.sav
q120,"Ile wynoszą Pana(i) miesięczne dochody NETTO (na rękę)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe do...",CBOS_238_03_2010.sav
q122,"M14_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się Pana(i) miesięcznie dochody netto?",CBOS_238_03_2010.sav
q125,"M15_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się przeciętne miesięczne dochody NETTO przypadające na jedną osobę w Pana(i) gospodarstwie domowy...",CBOS_238_03_2010.sav
q77s11,Czy w minionym roku: - zaciągnął(ęła) Pan(i) kredyt lub pożyczkę w banku lub innej instytucji finansowej,CBOS_272_01_2013.sav
q429,"Czy Pan(i) lub współmałżonek posiadacie oszczędności finansowe (lokatę, akcje, obligacje, tytuły uczestnictwa funduszu powierniczego, oszczędności w innej postaci)?",CBOS_148_09_2002.sav
q154,Według którego progu podatkowego rozlicza Pan(i) swoje dochody osobiste za rok 2000?,CBOS_132_05_2001.sav
q126,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Pieczywo,CBOS_178_03_2005.sav
q127,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Makaron, mąka, kasza i inne wyroby mączne",CBOS_178_03_2005.sav
q128,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Mięso i wędliny,CBOS_178_03_2005.sav
q129,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Nabiał (mleko, masło, sery, jajka)",CBOS_178_03_2005.sav
q130,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Cukier i wyroby cukiernicze,CBOS_178_03_2005.sav
q131,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Tłuszcze roślinne (np. margaryna, olej, oliwa)",CBOS_178_03_2005.sav
q132,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Świeże warzywa i owoce,CBOS_178_03_2005.sav
q133,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Przetwory warzywne i owocowe,CBOS_178_03_2005.sav
q134,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Napoje alkoholowe (wódka, wino, piwo)",CBOS_178_03_2005.sav
q135,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Kawa i herbata,CBOS_178_03_2005.sav
q136,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Benzyna lub olej napędowy,CBOS_178_03_2005.sav
q137,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Środki higieny (mydło, środki higieny osobistej, proszki i płyny do prania i czyszcz",CBOS_178_03_2005.sav
q138,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Lekarstwa,CBOS_178_03_2005.sav
q139,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Gazety, czasopisma, książki",CBOS_178_03_2005.sav
q140,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku ...? - Papierosy,CBOS_178_03_2005.sav
q167i6,Z czego przede wszystkim utrzymuje się Pan(i) obecnie? - Z oszczędności,CBOS_178_03_2005.sav
q209,"Czy wszystkie dochody Pana(i) i mieszkającej razem z Panem(ią) rodziny (lub wszystkie Pana(i) dochody, jeśli mieszka Pan(i) sam(a)) są wystarczające, czy niewystarczające do zaspokojenia codziennych potrzeb, takich jak mieszkanie, wyżywienie, o",CBOS_178_03_2005.sav
L11q62,23.11. Czy w minionym roku zaciągnął(ęła) P. kredyt lub pożyczkę w banku lub innej instytucji finansowej?,CBOS_320_01_2017.sav
DochOs,MIESIĘCZNE DOCHODY NETTO respondenta,CBOS_320_01_2017.sav
DochPC,PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W P. GOSPODARSTWIE DOMOWYM,CBOS_320_01_2017.sav
q102,"M14_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się Pana(i) miesięcznie dochody netto? %kr%",CBOS_221_10_2008.sav.sav
q105,"M15_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się przeciętne miesięczne dochody NETTO przypadające na jedną osobę w Pana(i) gospodarstwie do",CBOS_221_10_2008.sav.sav
q120,"Jak Pan(i) sądzi, czy zamrożenie progów podatkowych do końca 2004 roku będzie korzystne, czy też będzie niekorzystne dla: - ludzi osiągających wysokie dochody",CBOS_138_11_2001.sav
q121,"Jak Pan(i) sądzi, czy zamrożenie progów podatkowych do końca 2004 roku będzie korzystne, czy też będzie niekorzystne dla: - ludzi osiągających przeciętne dochody",CBOS_138_11_2001.sav
q122,"Jak Pan(i) sądzi, czy zamrożenie progów podatkowych do końca 2004 roku będzie korzystne, czy też będzie niekorzystne dla: - ludzi osiągających niskie dochody",CBOS_138_11_2001.sav
q125,"A jak Pan(i) sądzi, czy wprowadzenie opodatkowania odsetek od oszczędności ulokowanych w banku oraz zysków z papierów wartościowych będzie korzystne, czy też niekorzystne dla: - ludzi takich, jak Pan(i)",CBOS_138_11_2001.sav
q126,"A jak Pan(i) sądzi, czy wprowadzenie opodatkowania odsetek od oszczędności ulokowanych w banku oraz zysków z papierów wartościowych będzie korzystne, czy też niekorzystne dla: - ludzi osiągających wysokie dochody",CBOS_138_11_2001.sav
q127,"A jak Pan(i) sądzi, czy wprowadzenie opodatkowania odsetek od oszczędności ulokowanych w banku oraz zysków z papierów wartościowych będzie korzystne, czy też niekorzystne dla: - ludzi osiągających przeciętne dochody",CBOS_138_11_2001.sav
q128,"A jak Pan(i) sądzi, czy wprowadzenie opodatkowania odsetek od oszczędności ulokowanych w banku oraz zysków z papierów wartościowych będzie korzystne, czy też niekorzystne dla: - ludzi osiągających niskie dochody",CBOS_138_11_2001.sav
q129,"A jak Pan(i) sądzi, czy wprowadzenie opodatkowania odsetek od oszczędności ulokowanych w banku oraz zysków z papierów wartościowych będzie korzystne, czy też niekorzystne dla: - budżetu państwa",CBOS_138_11_2001.sav
q130,"A jak Pan(i) sądzi, czy wprowadzenie opodatkowania odsetek od oszczędności ulokowanych w banku oraz zysków z papierów wartościowych będzie korzystne, czy też niekorzystne dla: - gospodarki kraju",CBOS_138_11_2001.sav
q100,"Czy ma Pan(i) jakieś oszczędności osobiste lub wspólne z innymi członkami Pana(i) gospodarstwa domowego w formie pieniędzy lub bonów, lokat bankowych, akcji lub obligacji itp.?",CBOS_136_09_2001.sav
q101,Czy w ciągu ostatnich 30 dni oszczędności te zwiększyły się czy zmniejszyły?,CBOS_136_09_2001.sav
q428,Wróćmy jeszcze raz do Pana(i) sytuacji materialnej. Czy mógł(a)by Pan(i) powiedzieć jakie są Pana(i) własne dochody miesięczne? - brutto:,CBOS_136_09_2001.sav
q429,Wróćmy jeszcze raz do Pana(i) sytuacji materialnej. Czy mógł(a)by Pan(i) powiedzieć jakie są Pana(i) własne dochody miesięczne? - netto:,CBOS_136_09_2001.sav
q126,38a. Czy kupując akcje kierował(ała)by się Pan(i):,CBOS_9_10_1990.sav
q127,"38b. Proszę powiedzieć, z jakich powodów nie jest Pan(i) zainteresowany(a) kupieniem akcji? - Nie mam wystarczających oszczędności",CBOS_9_10_1990.sav
q129,"38b. Proszę powiedzieć, z jakich powodów nie jest Pan(i) zainteresowany(a) kupieniem akcji? - Akcje polskich przedsiębiorstw bardzo długo nie będą przynosić zysków",CBOS_9_10_1990.sav
q132,"38b. Proszę powiedzieć, z jakich powodów nie jest Pan(i) zainteresowany(a) kupieniem akcji? - Nie umiałbym ocenić sytuacji przedsiębiorstwa sprzedającego akcje",CBOS_9_10_1990.sav
q133,"38b. Proszę powiedzieć, z jakich powodów nie jest Pan(i) zainteresowany(a) kupieniem akcji? - Akcje są dla ludzi posiadających dużo pieniędzy",CBOS_9_10_1990.sav
q192,Do której grupy dochodowej można zaliczyć miesięczne dochody netto głównego żywiciela rodziny?,CBOS_9_10_1990.sav
q195,Czy ma Pan(i): - samochód,CBOS_9_10_1990.sav
q207,Od jak dawna? - samochód,CBOS_9_10_1990.sav
q219,"O każdym z tych dóbr proszę powiedzieć, czy ma Pan(i) je zamiar kupić czy też nie? - samochód",CBOS_9_10_1990.sav
q427,Wróćmy jeszcze raz do Pana(i) sytuacji materialnej. Czy mógł(a)by Pan(i) powiedzieć jakie są Pana(i) własne dochody miesięczne? - brutto:,CBOS_134_07_2001.sav
q428,Wróćmy jeszcze raz do Pana(i) sytuacji materialnej. Czy mógł(a)by Pan(i) powiedzieć jakie są Pana(i) własne dochody miesięczne? - netto:,CBOS_134_07_2001.sav
q96i6,"Jak Pan(i) sądzi, dla kogo dzisiaj jest ważne powstanie w getcie warszawskim? -Z oszczędności",CBOS_274_03_2013.sav
q75s11,Czy w minionym roku: - zaciągnął(ęła) Pan(i) kredyt lub pożyczkę w banku lub innej instytucji finansowej,CBOS_284_01_2014.sav
q113,Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? ...,CBOS_284_01_2014.sav
q116,Ile wynoszą PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE DOMOWYM? ...,CBOS_284_01_2014.sav
